"","X","id","load_entry_id","file_descriptor","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_il_6m","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount"
"159505",159505,3743490,-2140141507,"3d",NA,35000,35000,35000,"60 months","19.99%",927.1,"E","E4","superintendant","< 1 year","MORTGAGE",150000,"Source Verified","Jul-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","232xx","VA",13.62,0,"Sep-2007",0,74,NA,22,0,21907,"53.7%",43,"w",0,0,17825.33,17825.33,6249.19,8506.67,0,3069.47,552.5046,"Nov-2016",927.1,"","Jun-2017",0,74,1,"Individual",NA,NA,"",0,0,260616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40800,NA,NA,NA,14,12410,12061,58,0,0,93,87,1,1,5,1,NA,8,NA,1,8,11,11,12,18,18,20,11,22,0,0,0,8,97.7,18.2,0,0,292233,76869,28700,59223,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"270302",270302,3282781,-2140141508,"3c",NA,1000,1000,1000,"36 months","14.99%",34.67,"C","C5","GIS Technician","10+ years","RENT",36340,"Not Verified","Dec-2014","Charged Off","n",NA,"","other","Other","721xx","AR",13.97,0,"Oct-1995",1,NA,NA,10,0,1634,"34.8%",17,"f",0,0,623.23,623.23,444.5,178.73,0,0,0,"Jun-2016",34.67,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,83783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4700,NA,NA,NA,3,10473,9,99.4,0,0,130,230,1,1,0,38,NA,1,NA,0,2,3,2,2,11,6,6,3,10,0,0,0,2,100,100,0,0,83064,83783,1500,78364,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"53819",53819,4358059,-2140141503,"2016Q4",NA,24000,24000,24000,"60 months","21.49%",655.92,"D","D5","Systems Analyst","10+ years","OWN",75000,"Not Verified","Oct-2016","Fully Paid","n",NA,"","credit_card","Credit card refinancing","160xx","PA",28.93,1,"Nov-1988",1,7,NA,16,0,32370,"57.4%",36,"f",0,0,26817.3018403415,26817.3,24000,2817.3,0,0,0,"Apr-2017",23295.01,"","May-2017",0,NA,1,"Individual",NA,NA,"",0,0,109744,0,NA,0,3,20,77374,44,1,3,12337,52,56400,1,1,1,6,7316,17629,59.6,0,0,166,335,11,11,2,11,NA,0,7,0,6,9,7,15,11,13,23,9,16,0,0,0,1,97.2,57.1,0,0,167834,109744,43600,111434,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"68649",68649,3543268,-2140141507,"3d",NA,30000,30000,30000,"60 months","18.49%",769.83,"E","E2","Human Services Specialist","5 years","MORTGAGE",60000,"Source Verified","Dec-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","921xx","CA",18.8,0,"Sep-2004",1,NA,NA,17,0,15693,"27.8%",32,"w",0,0,33809.14,33809.14,30000,3809.14,0,0,0,"Aug-2016",28481.96,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,0,231379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56400,NA,NA,NA,8,13611,21401,41.2,0,0,135,121,6,6,3,6,NA,2,NA,0,8,9,11,17,6,14,23,9,17,0,0,0,3,100,27.3,0,0,278441,31238,36400,20100,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"68159",68159,3542000,-2140141507,"3d",NA,16800,16800,16800,"36 months","12.59%",562.75,"C","C2","Designer","< 1 year","RENT",63500,"Verified","Dec-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","852xx","AZ",24.74,0,"Oct-2002",0,NA,NA,13,0,32147,"97.1%",24,"w",0,0,18985.6886130201,18985.69,16800,2185.69,0,0,0,"Mar-2017",11126.49,"","Mar-2017",0,NA,1,"Individual",NA,NA,"",0,0,51585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33100,NA,NA,NA,4,4690,0,101.4,0,0,158,145,11,11,0,20,NA,17,NA,0,6,9,6,7,6,12,18,9,13,0,0,0,1,100,100,0,0,57072,51585,28000,23972,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"686017",686017,3251181,-2140141509,"3b",NA,2000,2000,2000,"36 months","14.09%",68.45,"B","B5","OMC","7 years","OWN",42000,"Not Verified","Aug-2012","Fully Paid","n",NA,"Borrower added on 08/10/12 > I want to get rid of my credit cards. This loan will take care of the $1300 I owe GM. After I pay this one, I would like to move on to the Citibank and then Discover Cards. Long way to go but, I hope to get their one day. Sooner than later. :0)<br>","credit_card","Credit card refinancing","655xx","MO",19,0,"Dec-1997",0,NA,NA,7,0,23668,"65.4%",26,"f",0,0,2278.587430704,2278.59,2000,278.59,0,0,0,"Oct-2013",1391.41,"","Oct-2013",0,NA,1,"Individual",NA,NA,"",0,952,27534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36200,NA,NA,NA,3,3933,11132,68,0,0,77,178,5,5,0,5,NA,7,NA,0,4,4,5,19,3,6,23,4,7,0,0,0,2,100,60,0,0,40736,27534,34800,4536,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"43168",43168,4307538,-2140141503,"2016Q4",NA,36000,36000,36000,"60 months","17.99%",913.97,"D","D2","Global Head of Gov't Affairs","10+ years","OWN",2e+05,"Source Verified","Nov-2016","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","891xx","NV",14.77,0,"Nov-2001",0,53,NA,8,0,38548,"71.1%",15,"w",0,0,39112.8593749004,39112.86,36000,3112.86,0,0,0,"May-2017",34632.96,"","May-2017",0,53,1,"Individual",NA,NA,"",0,0,61374,0,NA,0,2,22,22826,42,1,1,23357,57,54200,1,0,0,3,7672,14152,73.1,0,0,115,180,11,11,1,11,NA,15,NA,0,3,3,4,5,6,6,8,3,8,0,0,0,1,93.3,25,0,0,108381,61374,52700,54181,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"149412",149412,3723629,-2140141507,"3d",NA,30000,30000,29875,"36 months","13.99%",1025.19,"C","C4","Laser leader","10+ years","MORTGAGE",80000,"Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","480xx","MI",18.12,1,"Mar-1993",0,10,62,13,1,42104,"72.4%",31,"f",0,0,35417.8565112068,35270.28,30000,5417.86,0,0,0,"Mar-2017",16898.72,"","Jun-2017",0,58,1,"Individual",NA,NA,"",0,0,192369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58137,NA,NA,NA,3,14798,8014,62.9,0,0,158,268,18,12,1,18,10,7,10,4,4,7,6,12,6,10,23,7,13,0,0,0,1,83.9,16.7,0,0,243307,72661,21600,37170,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"429620",429620,3468024,-2140141508,"3c",NA,12000,12000,12000,"36 months","10.99%",392.81,"B","B2","manager","10+ years","MORTGAGE",75000,"Source Verified","Mar-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","921xx","CA",20.86,1,"Mar-1995",2,16,NA,10,0,19503,"51.1%",28,"f",0,0,13499.9182846299,13499.92,12000,1499.92,0,0,0,"Dec-2015",36.52,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,0,440831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38200,NA,NA,NA,3,48981,17697,52.4,0,0,167,228,12,6,5,12,NA,0,NA,0,4,4,5,10,5,7,18,4,10,0,0,0,2,96.4,40,0,0,484538,51802,37200,54338,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"156672",156672,3737922,-2140141507,"3d",NA,21000,21000,21000,"60 months","21.99%",579.88,"F","F1","Correction officer","10+ years","OWN",95000,"Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","080xx","NJ",14.09,0,"Mar-1999",3,NA,82,24,2,12596,"37.4%",41,"w",0,0,29566.3077642542,29566.31,21000,8566.31,0,0,0,"Aug-2017",15700.5,"","Sep-2017",0,NA,1,"Individual",NA,NA,"",0,0,288127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33700,NA,NA,NA,10,12527,7380,36.4,0,0,135,143,5,3,7,6,NA,1,NA,0,4,12,7,9,12,19,22,12,24,0,0,0,6,100,28.6,2,0,319040,35599,11600,24940,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"584497",584497,3145146,-2140141509,"3b",NA,10475,10475,10475,"60 months","18.25%",267.43,"D","D2","Anchorage Photo & Video","10+ years","MORTGAGE",45000,"Verified","Sep-2013","Fully Paid","n",NA,"","debt_consolidation","Debt Consol","242xx","VA",18.72,0,"Jun-2000",6,NA,NA,14,0,12475,"37.1%",33,"f",0,0,15766.6654168584,15766.67,10475,5291.67,0,0,0,"Oct-2017",1755.03,"","Oct-2017",0,NA,1,"Individual",NA,NA,"",0,0,88279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33600,NA,NA,NA,5,8025,11960,10.7,0,0,137,161,6,6,1,6,NA,0,NA,0,1,4,5,11,12,11,20,4,14,0,0,0,1,100,0,0,0,119460,18182,13400,13884,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"257228",257228,3918921,-2140141507,"3d",NA,20000,20000,20000,"36 months","7.49%",622.04,"A","A4","IT Consultant","8 years","MORTGAGE",175500,"Source Verified","Jan-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","019xx","MA",21.67,0,"Apr-1995",0,NA,NA,17,0,94866,"81.7%",36,"w",0,0,21699.13,21699.13,20000,1699.13,0,0,0,"Jun-2016",11754.81,"","Jul-2017",0,NA,1,"Individual",NA,NA,"",0,0,501223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124800,NA,NA,NA,2,29484,12878,83,0,0,118,237,35,5,4,35,NA,NA,NA,0,9,11,11,19,5,13,26,11,17,0,0,0,1,100,63.6,0,0,589066,124202,68800,61794,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"7976",7976,4570295,-2140141501,"2017Q2",NA,35000,35000,35000,"60 months","13.99%",814.21,"C","C3","IT Project Manager","1 year","RENT",155000,"Source Verified","Apr-2017","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","750xx","TX",11.58,0,"Feb-1984",1,NA,NA,10,0,7990,"11.1%",25,"f",0,0,35016.0451944814,35016.05,35000,16.05,0,0,0,"Apr-2017",35070.46,"","Apr-2017",0,NA,1,"Individual",NA,NA,"",0,516,70644,1,NA,0,2,16,62654,83,3,5,7717,35,71700,0,3,4,7,7064,42532,15.8,0,0,141,397,1,1,4,10,NA,1,NA,0,3,4,5,9,6,8,14,4,10,0,0,0,3,100,0,0,0,149689,70644,50500,77989,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"79986",79986,3570528,-2140141507,"3d",NA,8500,8500,8500,"36 months","10.99%",278.24,"B","B4","Rig Manager","10+ years","MORTGAGE",120000,"Verified","Nov-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","829xx","WY",3.13,0,"Jan-2003",0,NA,NA,8,0,10040,"46.5%",32,"w",0,0,8806.85,8806.85,8500,306.85,0,0,0,"Mar-2016",7977.32,"","Sep-2017",0,NA,1,"Individual",NA,NA,"",0,0,203664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,NA,NA,NA,4,29095,812,82.7,0,0,131,154,9,5,4,50,NA,7,NA,0,2,5,3,5,11,7,17,5,8,0,0,0,2,100,50,0,0,215200,10040,4700,0,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"386209",386209,3419278,-2140141508,"3c",NA,12000,12000,12000,"60 months","12.99%",272.98,"C","C1","owner","7 years","OWN",110000,"Source Verified","Jun-2014","Fully Paid","n",NA,"","credit_card","Credit card refinancing","171xx","PA",7.71,0,"Oct-2002",1,50,NA,8,0,13882,"39.5%",14,"w",0,0,15032.68,15032.68,12000,3032.68,0,0,0,"Oct-2016",7662.22,"","Nov-2017",0,50,1,"Individual",NA,NA,"",0,0,46967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35100,NA,NA,NA,2,5871,9042,13.1,0,0,128,140,16,16,1,36,NA,0,NA,1,3,7,3,3,5,7,8,7,8,0,0,0,0,100,0,0,0,70100,46967,10400,35000,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"697712",697712,3262876,-2140141509,"3b",NA,16000,16000,16000,"60 months","13.99%",372.21,"C","C1","TELECOMMUNICATION SYSTEMS INC","6 years","MORTGAGE",112000,"Verified","Jun-2012","Charged Off","n",NA,"","home_improvement","Home Improvement 2012","908xx","CA",14.58,0,"Aug-1999",2,NA,NA,9,0,39841,"52.5%",42,"f",0,0,15411.37,15411.37,10447.94,4960.83,0,2.6,0,"Apr-2015",1680.85,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,36059,52.5,0,0,NA,NA,NA,NA,5,30,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,33.3,0,0,NA,62464,75900,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"398418",398418,3433122,-2140141508,"3c",NA,13900,13900,13900,"36 months","14.49%",478.39,"C","C4","Controller","1 year","MORTGAGE",49000,"Not Verified","May-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","891xx","NV",15.75,0,"Nov-1996",3,NA,72,8,1,6831,"71.1%",40,"f",0,0,16639.28,16639.28,13900,2739.28,0,0,0,"Feb-2016",7071.48,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,168871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9400,NA,NA,NA,6,21109,256,NA,0,0,140,210,6,4,4,49,NA,5,NA,0,1,3,1,12,15,5,21,3,8,0,0,0,4,100,100,1,0,173328,31573,1400,26464,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"461966",461966,3503603,-2140141508,"3c",NA,9000,9000,9000,"36 months","6.62%",276.34,"A","A2","Lead Teacher","3 years","MORTGAGE",61212,"Not Verified","Jan-2014","Charged Off","n",NA,"","credit_card","Credit card refinancing","764xx","TX",29.11,0,"Nov-1997",0,80,NA,16,0,12248,"32.1%",43,"f",0,0,3196.34,3196.34,1848.01,361.6,0,986.73,9.856199996,"Sep-2014",276.34,"","Oct-2016",0,NA,1,"Individual",NA,NA,"",0,0,180929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38100,NA,NA,NA,4,12924,13870,25.8,0,0,180,194,3,3,4,3,NA,15,NA,0,2,6,3,10,16,11,23,6,16,0,0,0,1,97.7,0,0,0,232996,111324,18700,122614,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"81697",81697,3574570,-2140141507,"3d",NA,25000,25000,25000,"36 months","7.89%",782.15,"A","A5","Director","9 years","MORTGAGE",1e+05,"Verified","Nov-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","132xx","NY",22,0,"Aug-2001",2,NA,NA,20,0,40361,"48%",44,"f",0,0,27665.229749251,27665.23,25000,2665.23,0,0,0,"Oct-2017",10534.64,"","Oct-2017",0,NA,1,"Individual",NA,NA,"",0,0,346820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84500,NA,NA,NA,5,18253,6086,58,0,0,171,161,6,6,4,6,NA,0,NA,0,7,16,14,14,8,16,33,12,19,NA,0,0,5,100,28.6,0,0,411503,58218,42600,35353,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"284438",284438,3302032,-2140141508,"3c",NA,20000,20000,20000,"36 months","11.44%",658.95,"B","B4","Supervisor","3 years","MORTGAGE",138880,"Source Verified","Nov-2014","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","940xx","CA",15.16,1,"Aug-2000",0,6,NA,12,0,14021,"77.9%",34,"f",0,0,20790.68,20790.68,20000,790.68,0,0,0,"Apr-2015",638.96,"","Nov-2017",0,28,1,"Individual",NA,NA,"",0,375,425318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000,NA,NA,NA,4,42532,1881,82.4,0,0,156,171,11,11,4,11,NA,2,6,2,3,5,5,12,7,9,23,5,12,0,0,0,3,91.2,50,0,0,572518,47621,10700,42518,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"684642",684642,3249806,-2140141509,"3b",NA,30000,30000,29750,"36 months","19.72%",1110.64,"D","D5","General Electric","10+ years","MORTGAGE",110000,"Verified","Aug-2012","Fully Paid","n",NA,"Borrower added on 08/19/12 > Consolidate credit card debt.<br>","credit_card","Credit Card Refi","601xx","IL",9.55,1,"Nov-1994",0,11,NA,8,0,7827,"62.6%",20,"f",0,0,39058.209989132,38732.72,30000,9058.21,0,0,0,"Nov-2014",11295.45,"","Apr-2017",0,NA,1,"Individual",NA,NA,"",0,0,285344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,NA,1,35668,4673,62.6,0,0,216,132,59,24,8,59,NA,NA,NA,0,4,4,5,6,6,5,6,4,8,0,0,0,0,94,80,0,0,316993,29473,12500,33563,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"138992",138992,3702182,-2140141507,"3d",NA,4700,4700,4700,"36 months","15.61%",164.34,"D","D1","Principal","2 years","MORTGAGE",60000,"Not Verified","Aug-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","801xx","CO",32.6,1,"Nov-1998",1,1,NA,8,0,9550,"53.7%",14,"f",0,0,1799.59,1799.59,1212,587.59,0,0,0,"Jul-2016",164.34,"","Nov-2017",0,47,1,"Individual",NA,NA,"",0,0,447166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17800,NA,NA,NA,2,55896,3766,70.6,0,0,119,200,12,12,2,12,1,0,1,1,3,4,3,7,3,4,9,4,8,0,0,0,1,90,66.7,0,0,509542,18356,12800,37259,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"735652",735652,4127920,-2140141505,"2016Q2",NA,13500,13500,13500,"36 months","5.32%",406.55,"A","A1","Project Manager","3 years","MORTGAGE",60000,"Source Verified","May-2016","Fully Paid","n",NA,"","credit_card","Credit card refinancing","921xx","CA",7.04,0,"Sep-1994",0,NA,NA,10,0,22898,"40.3%",30,"w",0,0,13888.97,13888.97,13500,388.97,0,0,0,"Dec-2016",11453.66,"","Dec-2016",0,NA,1,"Individual",NA,NA,"",0,265,374455,2,NA,0,0,57,100496,99,2,3,7448,50,56800,2,0,0,4,37446,33902,40.3,0,0,259,242,3,3,1,3,NA,14,NA,0,5,5,7,17,8,7,19,5,10,0,0,0,2,100,57.1,0,0,414385,123394,56800,101085,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"510259",510259,4042813,-2140141506,"2016Q1",NA,2100,2100,2100,"36 months","10.78%",68.54,"B","B4","Supervisor","10+ years","MORTGAGE",69000,"Verified","Jan-2016","Fully Paid","n",NA,"","other","Other","271xx","NC",18.54,1,"Sep-2003",1,13,NA,8,0,1555,"18.5%",29,"w",0,0,2391.5689359578,2391.57,2100,291.57,0,0,0,"Sep-2017",1090.57,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,194546,3,NA,3,4,1,57758,100,1,1,989,73,8400,2,1,3,5,24318,4011,19.8,0,0,124,146,5,1,4,37,38,1,38,0,1,2,2,4,14,5,10,2,8,0,0,0,4,93.1,50,0,0,217249,59313,5000,62163,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"318653",318653,3342415,-2140141508,"3c",NA,7000,7000,7000,"36 months","10.15%",226.37,"B","B2","Team Manager","8 years","MORTGAGE",90000,"Not Verified","Oct-2014","Fully Paid","n",NA,"","home_improvement","Home improvement","189xx","PA",25.93,0,"Oct-1984",1,NA,NA,15,0,38359,"74.8%",31,"f",0,0,8097.4198561426,8097.42,7000,1097.42,0,0,0,"Feb-2017",1473.48,"","Nov-2017",0,NA,1,"Individual",NA,NA,"",0,0,261868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51300,NA,NA,NA,7,17458,6461,84.7,0,0,146,359,7,3,6,77,NA,6,NA,0,3,6,4,8,7,8,16,6,15,0,0,0,4,100,75,0,0,283341,71230,42200,23240,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"663197",663197,3228165,-2140141509,"3b",NA,24000,24000,24000,"36 months","8.90%",762.08,"A","A5","QBE North America","7 years","RENT",101299,"Verified","Dec-2012","Fully Paid","n",NA,"","debt_consolidation","Consolidation","930xx","CA",11.11,0,"Oct-2005",0,NA,NA,13,0,30168,"49.5%",21,"w",0,0,26699.1316018616,26699.13,24000,2699.13,0,0,0,"Aug-2014",12219.61,"","Aug-2014",0,NA,1,"Individual",NA,NA,"",0,0,53421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60900,NA,NA,NA,4,4856,22687,54.4,0,0,81,87,18,6,0,18,NA,8,NA,0,5,7,6,8,6,12,15,7,13,0,0,0,2,100,50,0,0,85441,53421,49800,24541,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"32940",32940,4258490,-2140141504,"2016Q3",NA,10000,10000,10000,"36 months","13.99%",341.73,"C","C3","Data Operations Specialist","2 years","MORTGAGE",63000,"Not Verified","Jul-2016","Fully Paid","n",NA,"","vacation","Vacation","958xx","CA",18.96,0,"Sep-2001",2,NA,85,18,1,2615,"29.1%",31,"w",0,0,11360.704178895,11360.7,10000,1360.7,0,0,0,"Aug-2017",7267.71,"","Sep-2017",0,NA,1,"Individual",NA,NA,"",0,0,254206,3,NA,1,1,6,68863,82,2,3,0,77,9000,1,5,6,5,14123,NA,NA,0,0,178,118,6,3,7,NA,NA,4,NA,0,0,3,0,0,18,4,6,3,18,0,0,0,4,100,NA,1,0,275318,71478,0,83818,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"44924",44924,4316385,-2140141503,"2016Q4",NA,10000,10000,10000,"36 months","11.39%",329.24,"B","B3","Resident Manager","6 years","RENT",43000,"Not Verified","Nov-2016","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","956xx","CA",22.58,0,"Dec-2001",3,59,NA,12,0,11792,"48%",29,"w",0,0,10007.28,10007.28,10000,7.28,0,0,0,"Nov-2016",10013.61,"","Nov-2016",0,76,1,"Individual",NA,NA,"",0,0,25930,1,NA,0,0,41,14138,55,3,6,4529,48,24500,0,0,2,6,2160,3433,77,1,0,171,179,6,6,0,6,60,2,59,0,3,10,4,5,7,10,22,10,12,NA,0,0,3,86,33.3,0,0,50344,25930,10300,25844,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
"18625",18625,4207025,-2140141504,"2016Q3",NA,7000,7000,7000,"36 months","11.49%",230.8,"B","B5","Consumer Accounting Supervisor","< 1 year","RENT",55000,"Verified","Aug-2016","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","611xx","IL",23.85,0,"Sep-2003",2,NA,65,19,1,4602,"26.1%",26,"w",0,0,7715.2421518309,7715.24,7000,715.24,0,0,0,"Aug-2017",5185.38,"","Sep-2017",0,NA,1,"Individual",NA,NA,"",0,759,61148,2,NA,3,8,1,56546,96,0,0,1994,80,17600,2,2,8,8,3397,3416,49.8,0,0,155,46,32,1,0,32,NA,1,NA,0,2,6,2,2,17,9,9,6,19,0,0,0,3,100,0,1,0,76447,61148,6800,58847,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA
